2,2,472,151,900,131,,,,,,,,,,,,,,,"7,709707823","13,01662708","15,77756833","13,49168646",,,,,,,,,,,,,,
4,5,770,59,71,59,71,801,201,801,201,733,,,,,,,,,"13,32704995","15,20190024","0,150801131","15,20190024","0,150801131","-2,42280285","2,60131951","-2,42280285","2,60131951","-0,8076009501",,,,,,,,
4,6,771,180,132,180,92,317,92,779,172,779,172,732,,,,,,,"13,34590009","12,32779097","1,300659755","12,32779097","0,5466540999","9,073634204","0,5466540999","-1,90023753","2,05466541","-1,90023753","2,05466541","-0,783847981",,,,,,
4,4,770,240,451,240,140,599,140,729,,,,,,,,,,,"13,32704995","10,90261283","7,313854854","10,90261283","1,451460886","2,375296912","1,451460886","-0,7125890736",,,,,,,,,,
4,5,670,230,412,230,141,252,110,455,110,730,,,,,,,,,"11,44203582","11,14014252","6,57869934","11,14014252","1,470311027","10,6175772","0,8859566447","5,795724466","0,8859566447","-0,7363420428",,,,,,,,
4,6,870,10,832,20,832,512,573,801,251,801,251,731,,,,,,,"15,21206409","16,36579572","14,49575872","16,12826603","14,49575872","4,441805226","9,613572102","-2,42280285","3,543826579","-2,42280285","3,543826579","-0,7600950119",,,,,,
4,4,731,501,544,770,351,770,351,732,,,,,,,,,,,"12,59189444","4,703087886","9,066918002","-1,686460808","5,428840716","-1,686460808","5,428840716","-0,783847981",,,,,,,,,,
4,3,730,280,432,280,432,730,,,,,,,,,,,,,"12,5730443","9,952494062","6,955702168","9,952494062","6,955702168","-0,7363420428",,,,,,,,,,,,
4,3,790,440,492,440,492,740,,,,,,,,,,,,,"13,70405278","6,152019002","8,08671065","6,152019002","8,08671065","-0,973871734",,,,,,,,,,,,
1,3,,,321,768,321,481,,,,,,,,,,,,,0,"0,001","-0,25","0,02375296912","-0,25","6,840855107",,,,,,,,,,,,
1,7,,,360,809,300,809,300,38,1171,38,1171,149,,,,,,,"0,5",0,"0,5","-0,9501187648","-0,6538461538","-0,9501187648","-0,6538461538","17,36342043","16,09615385","17,36342043","16,09615385","14,72684086","14,8","14,6",,,,
1,2,,,381,798,,,,,,,,,,,,,,,1,0,"0,9038461538","-0,6888361045",,,,,,,,,,,,,,
1,2,,,410,799,,,,,,,,,,,,,,,"1,5",0,"1,461538462","-0,7125890736",,,,,,,,,,,,,,
1,2,,,441,798,,,,,,,,,,,,,,,2,0,"2,057692308","-0,6888361045",,,,,,,,,,,,,,
1,2,,,470,801,,,,,,,,,,,,,,,"2,5",0,"2,615384615","-0,7600950119",,,,,,,,,,,,,,
1,7,,,501,829,281,829,281,9,1191,9,1191,180,,,,,,,3,0,"3,211538462","-1,425178147","-1,019230769","-1,425178147","-1,019230769","18,05225653","16,48076923","18,05225653","16,48076923","13,99049881","14,8",14,,,,
1,2,,,521,799,,,,,,,,,,,,,,,"3,5",0,"3,596153846","-0,7125890736",,,,,,,,,,,,,,
1,7,,,552,860,842,860,1093,779,1222,562,1210,250,,,,,,,4,0,"4,192307692","-2,16152019","9,769230769","-2,16152019","14,59615385","-0,2375296912","17,07692308","4,916864608","16,84615385","12,32779097","14,8","12,2",,,,
1,2,,,571,819,,,,,,,,,,,,,,,"4,5",0,"4,557692308","-1,187648456",,,,,,,,,,,,,,
1,7,,,601,829,823,829,1062,739,1192,549,1192,350,,,,,,,5,0,"5,134615385","-1,425178147","9,403846154","-1,425178147",14,"0,7125890736","16,5","5,225653207","16,5","9,952494062","14,8","9,8",,,,
1,2,,,620,798,,,,,,,,,,,,,,,"5,5",0,"5,5","-0,6888361045",,,,,,,,,,,,,,
1,2,,,650,799,,,,,,,,,,,,,,,6,0,"6,076923077","-0,7125890736",,,,,,,,,,,,,,
1,2,,,681,799,,,,,,,,,,,,,,,"6,5",0,"6,673076923","-0,7125890736",,,,,,,,,,,,,,
1,2,,,701,799,,,,,,,,,,,,,,,7,0,"7,057692308","-0,7125890736",,,,,,,,,,,,,,
1,2,,,730,808,,,,,,,,,,,,,,,"7,5",0,"7,615384615","-0,9263657957",,,,,,,,,,,,,,
1,2,,,760,808,,,,,,,,,,,,,,,8,0,"8,192307692","-0,9263657957",,,,,,,,,,,,,,
1,2,,,781,808,,,,,,,,,,,,,,,"8,5",0,"8,596153846","-0,9263657957",,,,,,,,,,,,,,
1,5,,,834,789,1030,730,1169,542,,,,,,,,,,,9,0,"9,615384615","-0,4750593824","13,38461538","0,9263657957","16,05769231","5,39192399","14,8","5,6",,,,,,,,
1,2,,,875,757,,,,,,,,,,,,,,,"9,5",0,"10,40384615","0,2850356295",,,,,,,,,,,,,,
1,2,,,351,311,,,,,,,,,,,,,,,"0,25","0,5","0,3269230769","10,87885986",,,,,,,,,,,,,,
1,2,,,371,461,,,,,,,,,,,,,,,"0,75","0,5","0,7115384615","7,315914489",,,,,,,,,,,,,,
1,2,,,401,491,,,,,,,,,,,,,,,"1,25","0,5","1,288461538","6,603325416",,,,,,,,,,,,,,
1,3,,,420,149,,,,,,,,,,,,,,,"1,75","0,5","1,653846154","14,72684086",14,"14,6",,,,,,,,,,,,
1,2,,,451,731,,,,,,,,,,,,,,,"2,25","0,5","2,25","0,9026128266",,,,,,,,,,,,,,
1,2,,,481,521,,,,,,,,,,,,,,,"2,75","0,5","2,826923077","5,890736342",,,,,,,,,,,,,,
1,2,,,510,701,,,,,,,,,,,,,,,"3,25","0,5","3,384615385","1,6152019",,,,,,,,,,,,,,
1,2,,,532,411,,,,,,,,,,,,,,,"3,75","0,5","3,807692308","8,503562945",,,,,,,,,,,,,,
1,2,,,561,331,,,,,,,,,,,,,,,"4,25","0,5","4,365384615","10,40380048",,,,,,,,,,,,,,
1,2,,,591,381,,,,,,,,,,,,,,,"4,75","0,5","4,942307692","9,216152019",,,,,,,,,,,,,,
1,2,,,611,281,,,,,,,,,,,,,,,"5,25","0,5","5,326923077","11,59144893",,,,,,,,,,,,,,
1,3,,,630,179,,,,,,,,,,,,,,,"5,75","0,5","5,692307692","14,01425178",14,14,,,,,,,,,,,,
1,2,,,662,542,,,,,,,,,,,,,,,"6,25","0,5","6,307692308","5,39192399",,,,,,,,,,,,,,
1,3,,,690,199,,,,,,,,,,,,,,,"6,75","0,5","6,846153846","13,5391924",14,"13,4",,,,,,,,,,,,
1,2,,,721,431,,,,,,,,,,,,,,,"7,25","0,5","7,442307692","8,028503563",,,,,,,,,,,,,,
1,2,,,741,221,,,,,,,,,,,,,,,"7,75","0,5","7,826923077","13,01662708",,,,,,,,,,,,,,
1,2,,,770,621,,,,,,,,,,,,,,,"8,25","0,5","8,384615385","3,51543943",,,,,,,,,,,,,,
1,3,,,791,229,,,,,,,,,,,,,,,"8,75","0,5","8,788461538","12,82660333",14,"12,8",,,,,,,,,,,,
1,3,,,821,428,,,,,,,,,,,,,,,"9,25","0,5","9,365384615","8,09976247",14,8,,,,,,,,,,,,
1,2,,,870,721,,,,,,,,,,,,,,,"9,75","0,5","10,30769231","1,140142518",,,,,,,,,,,,,,
1,2,,,1001,570,,,,,,,,,,,,,,,14,5,"12,82692308","4,726840855",,,,,,,,,,,,,,
1,2,,,1032,541,,,,,,,,,,,,,,,14,"5,6","13,42307692","5,41567696",,,,,,,,,,,,,,
1,2,,,1052,510,,,,,,,,,,,,,,,14,"6,2","13,80769231","6,152019002",,,,,,,,,,,,,,
1,2,,,1031,499,,,,,,,,,,,,,,,14,"6,8","13,40384615","6,413301663",,,,,,,,,,,,,,
1,2,,,1032,461,,,,,,,,,,,,,,,14,"7,4","13,42307692","7,315914489",,,,,,,,,,,,,,
1,2,,,1042,391,,,,,,,,,,,,,,,14,"8,6","13,61538462","8,978622328",,,,,,,,,,,,,,
1,2,,,1001,350,,,,,,,,,,,,,,,14,"9,2","12,82692308","9,952494062",,,,,,,,,,,,,,
1,2,,,1052,350,,,,,,,,,,,,,,,14,"9,8","13,80769231","9,952494062",,,,,,,,,,,,,,
1,3,,,1042,339,1003,369,,,,,,,,,,,,,14,"10,4","13,61538462","10,21377672","12,86538462","9,501187648",,,,,,,,,,,,
1,2,,,1042,309,,,,,,,,,,,,,,,14,11,"13,61538462","10,9263658",,,,,,,,,,,,,,
1,2,,,942,300,,,,,,,,,,,,,,,14,"11,6","11,69230769","11,14014252",,,,,,,,,,,,,,
1,2,,,1042,249,,,,,,,,,,,,,,,14,"12,2","13,61538462","12,35154394",,,,,,,,,,,,,,
1,2,,,1042,130,,,,,,,,,,,,,,,14,"15,2","13,61538462","15,17814727",,,,,,,,,,,,,,
1,2,,,1052,100,,,,,,,,,,,,,,,14,"15,8","13,80769231","15,89073634",,,,,,,,,,,,,,
1,2,,,1052,80,,,,,,,,,,,,,,,14,"16,4","13,80769231","16,36579572",,,,,,,,,,,,,,
1,2,,,1170,520,,,,,,,,,,,,,,,"14,8","6,2","16,07692308","5,914489311",,,,,,,,,,,,,,
1,2,,,1170,480,,,,,,,,,,,,,,,"14,8","6,8","16,07692308","6,864608076",,,,,,,,,,,,,,
1,2,,,1160,460,,,,,,,,,,,,,,,"14,8","7,4","15,88461538","7,339667458",,,,,,,,,,,,,,
1,2,,,1170,430,,,,,,,,,,,,,,,"14,8",8,"16,07692308","8,052256532",,,,,,,,,,,,,,
1,2,,,1170,409,,,,,,,,,,,,,,,"14,8","8,6","16,07692308","8,551068884",,,,,,,,,,,,,,
1,2,,,1180,380,,,,,,,,,,,,,,,"14,8","9,2","16,26923077","9,239904988",,,,,,,,,,,,,,
1,2,,,1170,330,,,,,,,,,,,,,,,"14,8","10,4","16,07692308","10,42755344",,,,,,,,,,,,,,
1,2,,,1180,310,,,,,,,,,,,,,,,"14,8",11,"16,26923077","10,90261283",,,,,,,,,,,,,,
1,2,,,1170,279,,,,,,,,,,,,,,,"14,8","11,6","16,07692308","11,63895487",,,,,,,,,,,,,,
1,2,,,1180,230,,,,,,,,,,,,,,,"14,8","12,8","16,26923077","12,80285036",,,,,,,,,,,,,,
1,2,,,1170,199,,,,,,,,,,,,,,,"14,8","13,4","16,07692308","13,5391924",,,,,,,,,,,,,,
1,2,,,1149,130,,,,,,,,,,,,,,,"14,8","15,2","15,67307692","15,17814727",,,,,,,,,,,,,,
1,2,,,1140,99,,,,,,,,,,,,,,,"14,8","15,8","15,5","15,91448931",,,,,,,,,,,,,,
1,2,,,1143,80,,,,,,,,,,,,,,,"14,8","16,4","15,55769231","16,36579572",,,,,,,,,,,,,,
